C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_01_584.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_01_584.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_01_584.jpg,0,0,0,4.119533
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_01_649.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_01_649.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_01_649.jpg,0,0,0,4.094185
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_01_719.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_01_719.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_01_719.jpg,0,0,0,4.060795
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_01_787.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_01_787.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_01_787.jpg,0,0,0,4.036098
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_01_856.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_01_856.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_01_856.jpg,0,0,0,4.003433
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_01_924.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_01_924.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_01_924.jpg,0,0,0,3.979106
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_01_991.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_01_991.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_01_991.jpg,0,0.1326115,0,4.005192
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_059.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_059.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_059.jpg,0,0.3732145,0,4.246662
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_129.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_129.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_129.jpg,0,0.5637192,0,4.579842
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_198.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_198.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_198.jpg,0,0.7946612,0,5.212876
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_267.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_267.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_267.jpg,0,0.9835861,0,5.838949
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_335.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_335.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_335.jpg,0,1,0,6.757006
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_402.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_402.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_402.jpg,0,1,0,7.441591
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_475.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_475.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_475.jpg,0.1,1,0,8.346291
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_544.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_544.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_544.jpg,0.25,1,0,9.008117
C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\center_2019_02_05_18_52_02_615.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\left_2019_02_05_18_52_02_615.jpg,C:\Users\sherlock\Desktop\CENG\ML\TRACK\IMG\right_2019_02_05_18_52_02_615.jpg,0,1,0,9.88739
